q	ID1	ID2	beta	LocalOverlap	RegionalOverlap	Homogeneity	TurnoverComp	Comparison	PlotCompare	Type
2	CPFBS.29.3	CAGBS.18.2	1.015563719	0.969349596	0.984436281	0.969349596	0.984436281	BS_CPvsCA	29-18	Hetero
0	CPGBS.29.3	CAGBS.18.2	1.62804428	0.37195572	0.228467815	0.228467815	0.37195572	BS_CPvsCA	29-18	Hetero
1	CPGBS.29.3	CAGBS.18.2	1.315836484	0.604019781	0.604019781	0.519945696	0.684163516	BS_CPvsCA	29-18	Hetero
2	CPGBS.29.3	CAGBS.18.2	1.036501756	0.929567401	0.963498244	0.929567401	0.963498244	BS_CPvsCA	29-18	Hetero
0	CPVBS.29.1	CAGBS.18.2	1.861904762	0.138095238	0.074168798	0.074168798	0.138095238	BS_CPvsCA	29-18	Hetero
1	CPVBS.29.1	CAGBS.18.2	1.422963088	0.491101762	0.491101762	0.405517836	0.577036912	BS_CPvsCA	29-18	Hetero
2	CPVBS.29.1	CAGBS.18.2	1.059386904	0.88788439	0.940613096	0.88788439	0.940613096	BS_CPvsCA	29-18	Hetero
0	CPFBS.29.1	CAGBS.18.3	1.639097744	0.360902256	0.220183486	0.220183486	0.360902256	BS_CPvsCA	29-18	Hetero
1	CPFBS.29.1	CAGBS.18.3	1.376504221	0.538990966	0.538990966	0.452955951	0.623495779	BS_CPvsCA	29-18	Hetero
2	CPFBS.29.1	CAGBS.18.3	1.410606381	0.417829968	0.589393619	0.417829968	0.589393619	BS_CPvsCA	29-18	Hetero
0	CPFBS.29.2	CAGBS.18.3	1.656565657	0.343434343	0.207317073	0.207317073	0.343434343	BS_CPvsCA	29-18	Hetero
1	CPFBS.29.2	CAGBS.18.3	1.366921782	0.549069309	0.549069309	0.46314151	0.633078218	BS_CPvsCA	29-18	Hetero
2	CPFBS.29.2	CAGBS.18.3	1.326984704	0.507176379	0.673015296	0.507176379	0.673015296	BS_CPvsCA	29-18	Hetero
0	CPGBS.29.1	CAGBS.18.3	1.638247012	0.361752988	0.220817121	0.220817121	0.361752988	BS_CPvsCA	29-18	Hetero
1	CPGBS.29.1	CAGBS.18.3	1.333713391	0.584551329	0.584551329	0.499572557	0.666286609	BS_CPvsCA	29-18	Hetero
2	CPGBS.29.1	CAGBS.18.3	1.186892189	0.685073016	0.813107811	0.685073016	0.813107811	BS_CPvsCA	29-18	Hetero
0	CPGBS.29.2	CAGBS.18.3	1.702554745	0.297445255	0.174705252	0.174705252	0.297445255	BS_CPvsCA	29-18	Hetero
1	CPGBS.29.2	CAGBS.18.3	1.375848829	0.539678037	0.539678037	0.453648074	0.624151171	BS_CPvsCA	29-18	Hetero
2	CPGBS.29.2	CAGBS.18.3	1.125659489	0.776736233	0.874340511	0.776736233	0.874340511	BS_CPvsCA	29-18	Hetero
0	CPVBS.29.2	CAGBS.18.3	1.796208531	0.203791469	0.113456464	0.113456464	0.203791469	BS_CPvsCA	29-18	Hetero
1	CPVBS.29.2	CAGBS.18.3	1.582263119	0.33801047	0.33801047	0.264012272	0.417736881	BS_CPvsCA	29-18	Hetero
2	CPVBS.29.2	CAGBS.18.3	1.712353178	0.167983349	0.287646822	0.167983349	0.287646822	BS_CPvsCA	29-18	Hetero
0	CPVBS.29.3	CAGBS.18.3	1.879423329	0.120576671	0.064156206	0.064156206	0.120576671	BS_CPvsCA	29-18	Hetero
1	CPVBS.29.3	CAGBS.18.3	1.532133745	0.384457759	0.384457759	0.305369069	0.467866255	BS_CPvsCA	29-18	Hetero
2	CPVBS.29.3	CAGBS.18.3	1.448478566	0.380759126	0.551521434	0.380759126	0.551521434	BS_CPvsCA	29-18	Hetero
0	CPGRh.29.3	CAGRh.18.1	1.593536358	0.406463642	0.255070203	0.255070203	0.406463642	Rh_CPvsCA	29-18	Hetero
1	CPGRh.29.3	CAGRh.18.1	1.35664607	0.559955609	0.559955609	0.474223856	0.64335393	Rh_CPvsCA	29-18	Hetero
2	CPGRh.29.3	CAGRh.18.1	1.25784959	0.590015226	0.74215041	0.590015226	0.74215041	Rh_CPvsCA	29-18	Hetero
0	CPVRh.29.2	CAGRh.18.1	1.771587744	0.228412256	0.128930818	0.128930818	0.228412256	Rh_CPvsCA	29-18	Hetero
1	CPVRh.29.2	CAGRh.18.1	1.627391303	0.297438814	0.297438814	0.228960727	0.372608697	Rh_CPvsCA	29-18	Hetero
2	CPVRh.29.2	CAGRh.18.1	1.780897741	0.123029107	0.219102259	0.123029107	0.219102259	Rh_CPvsCA	29-18	Hetero
0	CPFRh.29.1	CAGRh.18.2	1.576030928	0.423969072	0.26901063	0.26901063	0.423969072	Rh_CPvsCA	29-18	Hetero
1	CPFRh.29.1	CAGRh.18.2	1.423985731	0.49006531	0.49006531	0.404508456	0.576014269	Rh_CPvsCA	29-18	Hetero
2	CPFRh.29.1	CAGRh.18.2	1.697505772	0.178199234	0.302494228	0.178199234	0.302494228	Rh_CPvsCA	29-18	Hetero
0	CPFRh.29.3	CAGRh.18.2	1.579288026	0.420711974	0.266393443	0.266393443	0.420711974	Rh_CPvsCA	29-18	Hetero
1	CPFRh.29.3	CAGRh.18.2	1.369930654	0.545897135	0.545897135	0.459927913	0.630069346	Rh_CPvsCA	29-18	Hetero
2	CPFRh.29.3	CAGRh.18.2	1.432942713	0.39572921	0.567057287	0.39572921	0.567057287	Rh_CPvsCA	29-18	Hetero
0	CPGRh.29.1	CAGRh.18.2	1.563608327	0.436391673	0.279092702	0.279092702	0.436391673	Rh_CPvsCA	29-18	Hetero
1	CPGRh.29.1	CAGRh.18.2	1.319893254	0.599578743	0.599578743	0.515274052	0.680106746	Rh_CPvsCA	29-18	Hetero
2	CPGRh.29.1	CAGRh.18.2	1.141167974	0.752590369	0.858832026	0.752590369	0.858832026	Rh_CPvsCA	29-18	Hetero
0	CPGRh.29.3	CAGRh.18.2	1.566690191	0.433309809	0.276576577	0.276576577	0.433309809	Rh_CPvsCA	29-18	Hetero
1	CPGRh.29.3	CAGRh.18.2	1.326950705	0.591885223	0.591885223	0.507214995	0.673049295	Rh_CPvsCA	29-18	Hetero
2	CPGRh.29.3	CAGRh.18.2	1.252000543	0.597443397	0.747999457	0.597443397	0.747999457	Rh_CPvsCA	29-18	Hetero
0	CPVRh.29.1	CAGRh.18.2	1.680336488	0.319663512	0.190237797	0.190237797	0.319663512	Rh_CPvsCA	29-18	Hetero
1	CPVRh.29.1	CAGRh.18.2	1.549959732	0.367769265	0.367769265	0.290356103	0.450040268	Rh_CPvsCA	29-18	Hetero
2	CPVRh.29.1	CAGRh.18.2	1.776500363	0.125808946	0.223499637	0.125808946	0.223499637	Rh_CPvsCA	29-18	Hetero
0	CPFRh.29.2	CAGRh.18.3	1.627608347	0.372391653	0.228796844	0.228796844	0.372391653	Rh_CPvsCA	29-18	Hetero
1	CPFRh.29.2	CAGRh.18.3	1.387342355	0.527676154	0.527676154	0.441605234	0.612657645	Rh_CPvsCA	29-18	Hetero
2	CPFRh.29.2	CAGRh.18.3	1.347702209	0.484007362	0.652297791	0.484007362	0.652297791	Rh_CPvsCA	29-18	Hetero
0	CPGRh.29.2	CAGRh.18.3	1.578500707	0.421499293	0.26702509	0.26702509	0.421499293	Rh_CPvsCA	29-18	Hetero
1	CPGRh.29.2	CAGRh.18.3	1.326116377	0.592792611	0.592792611	0.508163261	0.673883623	Rh_CPvsCA	29-18	Hetero
2	CPGRh.29.2	CAGRh.18.3	1.106967134	0.806738374	0.893032866	0.806738374	0.893032866	Rh_CPvsCA	29-18	Hetero
0	CPVRh.29.2	CAGRh.18.3	1.732394366	0.267605634	0.154471545	0.154471545	0.267605634	Rh_CPvsCA	29-18	Hetero
1	CPVRh.29.2	CAGRh.18.3	1.621999755	0.302226398	0.302226398	0.233045809	0.378000245	Rh_CPvsCA	29-18	Hetero
2	CPVRh.29.2	CAGRh.18.3	1.804322786	0.108449118	0.195677214	0.108449118	0.195677214	Rh_CPvsCA	29-18	Hetero
0	CPFBS.29.1	CAVBS.18.1	1.583395107	0.416604893	0.263108614	0.263108614	0.416604893	BS_CPvsCA	29-18	Hetero
1	CPFBS.29.1	CAVBS.18.1	1.25832911	0.668490698	0.668490698	0.589409308	0.74167089	BS_CPvsCA	29-18	Hetero
2	CPFBS.29.1	CAVBS.18.1	1.140542538	0.753551432	0.859457462	0.753551432	0.859457462	BS_CPvsCA	29-18	Hetero
0	CPFBS.29.2	CAVBS.18.1	1.592497869	0.407502131	0.255888651	0.255888651	0.407502131	BS_CPvsCA	29-18	Hetero
1	CPFBS.29.2	CAVBS.18.1	1.244738179	0.684157685	0.684157685	0.606763601	0.755261821	BS_CPvsCA	29-18	Hetero
2	CPFBS.29.2	CAVBS.18.1	1.076263282	0.858281365	0.923736718	0.858281365	0.923736718	BS_CPvsCA	29-18	Hetero
0	CPFBS.29.1	CAVBS.18.2	1.643229167	0.356770833	0.217115689	0.217115689	0.356770833	BS_CPvsCA	29-18	Hetero
1	CPFBS.29.1	CAVBS.18.2	1.332394644	0.58597854	0.58597854	0.50105677	0.667605356	BS_CPvsCA	29-18	Hetero
2	CPFBS.29.1	CAVBS.18.2	1.175613665	0.701239157	0.824386335	0.701239157	0.824386335	BS_CPvsCA	29-18	Hetero
0	CPFBS.29.3	CAVBS.18.2	1.698145025	0.301854975	0.17775571	0.17775571	0.301854975	BS_CPvsCA	29-18	Hetero
1	CPFBS.29.3	CAVBS.18.2	1.357883156	0.558640657	0.558640657	0.472880779	0.642116844	BS_CPvsCA	29-18	Hetero
2	CPFBS.29.3	CAVBS.18.2	1.033725781	0.934749077	0.966274219	0.934749077	0.966274219	BS_CPvsCA	29-18	Hetero
0	CPGBS.29.2	CAVBS.18.2	1.662959795	0.337040205	0.202674897	0.202674897	0.337040205	BS_CPvsCA	29-18	Hetero
1	CPGBS.29.2	CAVBS.18.2	1.351702509	0.56522233	0.56522233	0.479615512	0.648297491	BS_CPvsCA	29-18	Hetero
2	CPGBS.29.2	CAVBS.18.2	1.031608286	0.938720372	0.968391714	0.938720372	0.968391714	BS_CPvsCA	29-18	Hetero
0	CPVBS.29.2	CAVBS.18.2	1.766630316	0.233369684	0.132098765	0.132098765	0.233369684	BS_CPvsCA	29-18	Hetero
1	CPVBS.29.2	CAVBS.18.2	1.442217949	0.471710798	0.471710798	0.386752953	0.557782051	BS_CPvsCA	29-18	Hetero
2	CPVBS.29.2	CAVBS.18.2	1.518023405	0.317502743	0.481976595	0.317502743	0.481976595	BS_CPvsCA	29-18	Hetero
0	CPFBS.29.3	CAVBS.18.3	1.562058527	0.437941473	0.280361757	0.280361757	0.437941473	BS_CPvsCA	29-18	Hetero
1	CPFBS.29.3	CAVBS.18.3	1.226149711	0.705864859	0.705864859	0.631122188	0.773850289	BS_CPvsCA	29-18	Hetero
2	CPFBS.29.3	CAVBS.18.3	1.011476106	0.977308202	0.988523894	0.977308202	0.988523894	BS_CPvsCA	29-18	Hetero
0	CPVBS.29.1	CAVBS.18.3	1.788461538	0.211538462	0.11827957	0.11827957	0.211538462	BS_CPvsCA	29-18	Hetero
1	CPVBS.29.1	CAVBS.18.3	1.304769002	0.616205587	0.616205587	0.532838377	0.695230998	BS_CPvsCA	29-18	Hetero
2	CPVBS.29.1	CAVBS.18.3	1.041501201	0.920305034	0.958498799	0.920305034	0.958498799	BS_CPvsCA	29-18	Hetero
0	CPVBS.29.2	CAVBS.18.3	1.742382271	0.257617729	0.147853736	0.147853736	0.257617729	BS_CPvsCA	29-18	Hetero
1	CPVBS.29.2	CAVBS.18.3	1.368855308	0.547030042	0.547030042	0.461074803	0.631144692	BS_CPvsCA	29-18	Hetero
2	CPVBS.29.2	CAVBS.18.3	1.440661495	0.388251166	0.559338505	0.388251166	0.559338505	BS_CPvsCA	29-18	Hetero
0	CPFRh.29.2	CAVRh.18.1	1.644897959	0.355102041	0.215880893	0.215880893	0.355102041	Rh_CPvsCA	29-18	Hetero
1	CPFRh.29.2	CAVRh.18.1	1.272673258	0.652137926	0.652137926	0.571495265	0.727326742	Rh_CPvsCA	29-18	Hetero
2	CPFRh.29.2	CAVRh.18.1	1.074278819	0.861714076	0.925721181	0.861714076	0.925721181	Rh_CPvsCA	29-18	Hetero
0	CPGRh.29.1	CAVRh.18.1	1.621052632	0.378947368	0.233766234	0.233766234	0.378947368	Rh_CPvsCA	29-18	Hetero
1	CPGRh.29.1	CAVRh.18.1	1.401236027	0.513300014	0.513300014	0.427311289	0.598763973	Rh_CPvsCA	29-18	Hetero
2	CPGRh.29.1	CAVRh.18.1	1.509302595	0.325115326	0.490697405	0.325115326	0.490697405	Rh_CPvsCA	29-18	Hetero
0	CPGRh.29.2	CAVRh.18.1	1.637630662	0.362369338	0.221276596	0.221276596	0.362369338	Rh_CPvsCA	29-18	Hetero
1	CPGRh.29.2	CAVRh.18.1	1.40719736	0.507175319	0.507175319	0.421264748	0.59280264	Rh_CPvsCA	29-18	Hetero
2	CPGRh.29.2	CAVRh.18.1	1.516471111	0.318851369	0.483528889	0.318851369	0.483528889	Rh_CPvsCA	29-18	Hetero
0	CPVRh.29.2	CAVRh.18.1	1.667582418	0.332417582	0.199341021	0.199341021	0.332417582	Rh_CPvsCA	29-18	Hetero
1	CPVRh.29.2	CAVRh.18.1	1.221365104	0.711505469	0.711505469	0.637511989	0.778634896	Rh_CPvsCA	29-18	Hetero
2	CPVRh.29.2	CAVRh.18.1	1.181618299	0.692593963	0.818381701	0.692593963	0.818381701	Rh_CPvsCA	29-18	Hetero
0	CPVRh.29.3	CAVRh.18.1	1.623329283	0.376670717	0.232035928	0.232035928	0.376670717	Rh_CPvsCA	29-18	Hetero
1	CPVRh.29.3	CAVRh.18.1	1.202536814	0.733918939	0.733918939	0.663150746	0.797463186	Rh_CPvsCA	29-18	Hetero
2	CPVRh.29.3	CAVRh.18.1	1.146880534	0.743860796	0.853119466	0.743860796	0.853119466	Rh_CPvsCA	29-18	Hetero
0	CPFRh.29.3	CAVRh.18.2	1.615194055	0.384805945	0.238241309	0.238241309	0.384805945	Rh_CPvsCA	29-18	Hetero
1	CPFRh.29.3	CAVRh.18.2	1.291734769	0.630690127	0.630690127	0.548305463	0.708265231	Rh_CPvsCA	29-18	Hetero
2	CPFRh.29.3	CAVRh.18.2	1.023475431	0.95412605	0.976524569	0.95412605	0.976524569	Rh_CPvsCA	29-18	Hetero
0	CPGRh.29.2	CAVRh.18.2	1.6296875	0.3703125	0.227229147	0.227229147	0.3703125	Rh_CPvsCA	29-18	Hetero
1	CPGRh.29.2	CAVRh.18.2	1.386062013	0.529008195	0.529008195	0.442936883	0.613937987	Rh_CPvsCA	29-18	Hetero
2	CPGRh.29.2	CAVRh.18.2	1.372299396	0.457407914	0.627700604	0.457407914	0.627700604	Rh_CPvsCA	29-18	Hetero
0	CPGRh.29.3	CAVRh.18.2	1.619252874	0.380747126	0.235137533	0.235137533	0.380747126	Rh_CPvsCA	29-18	Hetero
1	CPGRh.29.3	CAVRh.18.2	1.382707056	0.532504464	0.532504464	0.446437979	0.617292944	Rh_CPvsCA	29-18	Hetero
2	CPGRh.29.3	CAVRh.18.2	1.348988215	0.482592641	0.651011785	0.482592641	0.651011785	Rh_CPvsCA	29-18	Hetero
0	CPVRh.29.2	CAVRh.18.2	1.697674419	0.302325581	0.178082192	0.178082192	0.302325581	Rh_CPvsCA	29-18	Hetero
1	CPVRh.29.2	CAVRh.18.2	1.31721795	0.602505922	0.602505922	0.518351613	0.68278205	Rh_CPvsCA	29-18	Hetero
2	CPVRh.29.2	CAVRh.18.2	1.306069891	0.53131162	0.693930109	0.53131162	0.693930109	Rh_CPvsCA	29-18	Hetero
0	CPVRh.29.3	CAVRh.18.2	1.641884817	0.358115183	0.218112245	0.218112245	0.358115183	Rh_CPvsCA	29-18	Hetero
1	CPVRh.29.3	CAVRh.18.2	1.278720647	0.645298877	0.645298877	0.564063273	0.721279353	Rh_CPvsCA	29-18	Hetero
2	CPVRh.29.3	CAVRh.18.2	1.265366519	0.580569717	0.734633481	0.580569717	0.734633481	Rh_CPvsCA	29-18	Hetero
0	CPFRh.29.2	CAVRh.18.3	1.632162662	0.367837338	0.225368063	0.225368063	0.367837338	Rh_CPvsCA	29-18	Hetero
1	CPFRh.29.2	CAVRh.18.3	1.349864988	0.567184882	0.567184882	0.481629657	0.650135012	Rh_CPvsCA	29-18	Hetero
2	CPFRh.29.2	CAVRh.18.3	1.302372485	0.535658978	0.697627515	0.535658978	0.697627515	Rh_CPvsCA	29-18	Hetero
0	CPVRh.29.1	CAVRh.18.3	1.647321429	0.352678571	0.214092141	0.214092141	0.352678571	Rh_CPvsCA	29-18	Hetero
1	CPVRh.29.1	CAVRh.18.3	1.327189771	0.591625327	0.591625327	0.506943501	0.672810229	Rh_CPvsCA	29-18	Hetero
2	CPVRh.29.1	CAVRh.18.3	1.307469798	0.529672046	0.692530202	0.529672046	0.692530202	Rh_CPvsCA	29-18	Hetero
0	CPVRh.29.2	CAVRh.18.3	1.665060241	0.334939759	0.201157742	0.201157742	0.334939759	Rh_CPvsCA	29-18	Hetero
1	CPVRh.29.2	CAVRh.18.3	1.371066086	0.544701889	0.544701889	0.458718891	0.628933914	Rh_CPvsCA	29-18	Hetero
2	CPVRh.29.2	CAVRh.18.3	1.400949226	0.427603487	0.599050774	0.427603487	0.599050774	Rh_CPvsCA	29-18	Hetero
0	CPVRh.29.3	CAVRh.18.3	1.641081081	0.358918919	0.218708827	0.218708827	0.358918919	Rh_CPvsCA	29-18	Hetero
1	CPVRh.29.3	CAVRh.18.3	1.343176478	0.574351129	0.574351129	0.489007612	0.656823522	Rh_CPvsCA	29-18	Hetero
2	CPVRh.29.3	CAVRh.18.3	1.369715623	0.460157106	0.630284377	0.460157106	0.630284377	Rh_CPvsCA	29-18	Hetero
0	CPGBS.29.3	CPFRh.51.1	1.599670511	0.400329489	0.250257467	0.250257467	0.400329489	CP_BSvsRh	29-51	Hetero
1	CPGBS.29.3	CPFRh.51.1	1.272334032	0.652522522	0.652522522	0.571914254	0.727665968	CP_BSvsRh	29-51	Hetero
2	CPGBS.29.3	CPFRh.51.1	1.019652533	0.961452491	0.980347467	0.961452491	0.980347467	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.1	CPFRh.51.1	1.82260372	0.17739628	0.09733124	0.09733124	0.17739628	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.1	CPFRh.51.1	1.341278625	0.57639104	0.57639104	0.491114496	0.658721375	CP_BSvsRh	29-51	Hetero
2	CPVBS.29.1	CPFRh.51.1	1.038382045	0.926073366	0.961617955	0.926073366	0.961617955	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.2	CPFRh.51.1	1.713927227	0.286072773	0.166910688	0.166910688	0.286072773	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.2	CPFRh.51.1	1.369101872	0.546770201	0.546770201	0.460811676	0.630898128	CP_BSvsRh	29-51	Hetero
2	CPVBS.29.2	CPFRh.51.1	1.424643088	0.403860389	0.575356912	0.403860389	0.575356912	CP_BSvsRh	29-51	Hetero
0	CPFBS.29.1	CPFRh.51.2	1.576433121	0.423566879	0.268686869	0.268686869	0.423566879	CP_BSvsRh	29-51	Hetero
1	CPFBS.29.1	CPFRh.51.2	1.309193241	0.611321941	0.611321941	0.527658361	0.690806759	CP_BSvsRh	29-51	Hetero
2	CPFBS.29.1	CPFRh.51.2	1.280982093	0.561302075	0.719017907	0.561302075	0.719017907	CP_BSvsRh	29-51	Hetero
0	CPFBS.29.2	CPFRh.51.2	1.575925926	0.424074074	0.269095182	0.269095182	0.424074074	CP_BSvsRh	29-51	Hetero
1	CPFBS.29.2	CPFRh.51.2	1.274702015	0.64983997	0.64983997	0.568994146	0.725297985	CP_BSvsRh	29-51	Hetero
2	CPFBS.29.2	CPFRh.51.2	1.198169371	0.669213091	0.801830629	0.669213091	0.801830629	CP_BSvsRh	29-51	Hetero
0	CPFBS.29.3	CPFRh.51.2	1.571743929	0.428256071	0.27247191	0.27247191	0.428256071	CP_BSvsRh	29-51	Hetero
1	CPFBS.29.3	CPFRh.51.2	1.235213966	0.69523903	0.69523903	0.619152677	0.764786034	CP_BSvsRh	29-51	Hetero
2	CPFBS.29.3	CPFRh.51.2	1.049323508	0.905989891	0.950676492	0.905989891	0.950676492	CP_BSvsRh	29-51	Hetero
0	CPGBS.29.1	CPFRh.51.2	1.54389313	0.45610687	0.295426452	0.295426452	0.45610687	CP_BSvsRh	29-51	Hetero
1	CPGBS.29.1	CPFRh.51.2	1.233719774	0.69698526	0.69698526	0.621113677	0.766280226	CP_BSvsRh	29-51	Hetero
2	CPGBS.29.1	CPFRh.51.2	1.085831597	0.841906245	0.914168403	0.841906245	0.914168403	CP_BSvsRh	29-51	Hetero
0	CPGBS.29.1	CPFRh.51.3	1.505466779	0.494533221	0.32849162	0.32849162	0.494533221	CP_BSvsRh	29-51	Hetero
1	CPGBS.29.1	CPFRh.51.3	1.217245761	0.716379523	0.716379523	0.643053575	0.782754239	CP_BSvsRh	29-51	Hetero
2	CPGBS.29.1	CPFRh.51.3	1.053274328	0.898840546	0.946725672	0.898840546	0.946725672	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.2	CPFRh.51.3	1.719794344	0.280205656	0.162929746	0.162929746	0.280205656	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.2	CPFRh.51.3	1.448084989	0.465853722	0.465853722	0.381134405	0.551915011	CP_BSvsRh	29-51	Hetero
2	CPVBS.29.2	CPFRh.51.3	1.568392157	0.275191279	0.431607843	0.275191279	0.431607843	CP_BSvsRh	29-51	Hetero
0	CPFBS.29.1	CPGRh.51.1	1.532818533	0.467181467	0.304785894	0.304785894	0.467181467	CP_BSvsRh	29-51	Hetero
1	CPFBS.29.1	CPGRh.51.1	1.350851247	0.566131183	0.566131183	0.480547917	0.649148753	CP_BSvsRh	29-51	Hetero
2	CPFBS.29.1	CPGRh.51.1	1.615371435	0.23810534	0.384628565	0.23810534	0.384628565	CP_BSvsRh	29-51	Hetero
0	CPGBS.29.2	CPGRh.51.1	1.572030329	0.427969671	0.272240086	0.272240086	0.427969671	CP_BSvsRh	29-51	Hetero
1	CPGBS.29.2	CPGRh.51.1	1.358094475	0.558416156	0.558416156	0.472651598	0.641905525	CP_BSvsRh	29-51	Hetero
2	CPGBS.29.2	CPGRh.51.1	1.369619865	0.460259194	0.630380135	0.460259194	0.630380135	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.1	CPGRh.51.1	1.854241338	0.145758662	0.078608247	0.078608247	0.145758662	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.1	CPGRh.51.1	1.650763999	0.276866119	0.276866119	0.211560224	0.349236001	CP_BSvsRh	29-51	Hetero
2	CPVBS.29.1	CPGRh.51.1	1.606639672	0.244834193	0.393360328	0.244834193	0.393360328	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.2	CPGRh.51.1	1.751871658	0.248128342	0.141636142	0.141636142	0.248128342	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.2	CPGRh.51.1	1.667980865	0.261897261	0.261897261	0.199054522	0.332019135	CP_BSvsRh	29-51	Hetero
2	CPVBS.29.2	CPGRh.51.1	1.852170852	0.079813991	0.147829148	0.079813991	0.147829148	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.3	CPGRh.51.1	1.845433255	0.154566745	0.083756345	0.083756345	0.154566745	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.3	CPGRh.51.1	1.66268531	0.266484859	0.266484859	0.202873441	0.33731469	CP_BSvsRh	29-51	Hetero
2	CPVBS.29.3	CPGRh.51.1	1.697013046	0.178541322	0.302986954	0.178541322	0.302986954	CP_BSvsRh	29-51	Hetero
0	CPGBS.29.2	CPGRh.51.2	1.541247485	0.458752515	0.297650131	0.297650131	0.458752515	CP_BSvsRh	29-51	Hetero
1	CPGBS.29.2	CPGRh.51.2	1.330197913	0.588359088	0.588359088	0.503535662	0.669802087	CP_BSvsRh	29-51	Hetero
2	CPGBS.29.2	CPGRh.51.2	1.40694551	0.42151916	0.59305449	0.42151916	0.59305449	CP_BSvsRh	29-51	Hetero
0	CPGBS.29.3	CPGRh.51.2	1.622088007	0.377911993	0.232978723	0.232978723	0.377911993	CP_BSvsRh	29-51	Hetero
1	CPGBS.29.3	CPGRh.51.2	1.44441341	0.469516281	0.469516281	0.384645134	0.55558659	CP_BSvsRh	29-51	Hetero
2	CPGBS.29.3	CPGRh.51.2	1.533596899	0.30412366	0.466403101	0.30412366	0.466403101	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.2	CPGRh.51.2	1.735849057	0.264150943	0.152173913	0.152173913	0.264150943	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.2	CPGRh.51.2	1.693034305	0.240388794	0.240388794	0.181310972	0.306965695	CP_BSvsRh	29-51	Hetero
2	CPVBS.29.2	CPGRh.51.2	1.875388934	0.066445452	0.124611066	0.066445452	0.124611066	CP_BSvsRh	29-51	Hetero
0	CPFBS.29.2	CPGRh.51.3	1.588045234	0.411954766	0.259409969	0.259409969	0.411954766	CP_BSvsRh	29-51	Hetero
1	CPFBS.29.2	CPGRh.51.3	1.418289064	0.495848399	0.495848399	0.410149772	0.581710936	CP_BSvsRh	29-51	Hetero
2	CPFBS.29.2	CPGRh.51.3	1.645987996	0.21507569	0.354012004	0.21507569	0.354012004	CP_BSvsRh	29-51	Hetero
0	CPFBS.29.3	CPGRh.51.3	1.582706767	0.417293233	0.263657957	0.263657957	0.417293233	CP_BSvsRh	29-51	Hetero
1	CPFBS.29.3	CPGRh.51.3	1.393404242	0.521386139	0.521386139	0.435333652	0.606595758	CP_BSvsRh	29-51	Hetero
2	CPFBS.29.3	CPGRh.51.3	1.498661286	0.334524364	0.501338714	0.334524364	0.501338714	CP_BSvsRh	29-51	Hetero
0	CPGBS.29.1	CPGRh.51.3	1.520729685	0.479270315	0.315158124	0.315158124	0.479270315	CP_BSvsRh	29-51	Hetero
1	CPGBS.29.1	CPGRh.51.3	1.322936307	0.596256396	0.596256396	0.511788579	0.677063693	CP_BSvsRh	29-51	Hetero
2	CPGBS.29.1	CPGRh.51.3	1.481190372	0.350265325	0.518809628	0.350265325	0.518809628	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.3	CPGRh.51.3	1.837535014	0.162464986	0.088414634	0.088414634	0.162464986	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.3	CPGRh.51.3	1.688114732	0.244587041	0.244587041	0.184753597	0.311885268	CP_BSvsRh	29-51	Hetero
2	CPVBS.29.3	CPGRh.51.3	1.759660273	0.136583027	0.240339727	0.136583027	0.240339727	CP_BSvsRh	29-51	Hetero
0	CPFBS.29.3	CPVRh.51.1	1.669565217	0.330434783	0.197916667	0.197916667	0.330434783	CP_BSvsRh	29-51	Hetero
1	CPFBS.29.3	CPVRh.51.1	1.242459378	0.686801316	0.686801316	0.609710575	0.757540622	CP_BSvsRh	29-51	Hetero
2	CPFBS.29.3	CPVRh.51.1	1.105857918	0.808550599	0.894142082	0.808550599	0.894142082	CP_BSvsRh	29-51	Hetero
0	CPGBS.29.2	CPVRh.51.1	1.658246657	0.341753343	0.20609319	0.20609319	0.341753343	CP_BSvsRh	29-51	Hetero
1	CPGBS.29.2	CPVRh.51.1	1.263690313	0.662357049	0.662357049	0.582666244	0.736309687	CP_BSvsRh	29-51	Hetero
2	CPGBS.29.2	CPVRh.51.1	1.127002037	0.774619686	0.872997963	0.774619686	0.872997963	CP_BSvsRh	29-51	Hetero
0	CPVBS.29.1	CPVRh.51.1	1.616099071	0.383900929	0.237547893	0.237547893	0.383900929	CP_BSvsRh	29-51	Hetero
1	CPVBS.29.1	CPVRh.51.1	1.085084675	0.882192371	0.882192371	0.843174128	0.914915325	CP_BSvsRh	29-51	Hetero
